community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
YongdaXincheng,A000005168,resident,renter,1,H000001496,3,6026.38,U000002291,M,83.96,57,63791.08,"You are a 57-year-old owner-occupier with an annual personal income of about 63,791 RMB and a current housing area of about 84.0 sqm."
YongdaXincheng,A000005169,resident,renter,1,H000001496,3,6026.38,U000002291,M,83.96,33,58571.72,"You are a 33-year-old owner-occupier with an annual personal income of about 58,572 RMB and a current housing area of about 84.0 sqm."
YongdaXincheng,A000005170,absentee_owner_vacant,owner_occupier,0,,0,18767.54,U000002292,L,97.88,58,225210.44,"You are a 58-year-old vacant owner with an annual personal income of about 225,210 RMB and a current housing area of about 97.9 sqm."
YongdaXincheng,A000005171,resident,owner_occupier,1,H000001497,4,7194.15,U000002293,L,109.64,21,69568.38,"You are a 21-year-old owner-occupier with an annual personal income of about 69,568 RMB and a current housing area of about 109.6 sqm."
YongdaXincheng,A000005172,resident,owner_occupier,1,H000001497,4,7194.15,U000002293,L,109.64,57,85515.4,"You are a 57-year-old owner-occupier with an annual personal income of about 85,515 RMB and a current housing area of about 109.6 sqm."
YongdaXincheng,A000005173,resident,owner_occupier,1,H000001497,4,7194.15,U000002293,L,109.64,70,48665.47,"You are a 70-year-old owner-occupier with an annual personal income of about 48,665 RMB and a current housing area of about 109.6 sqm."
YongdaXincheng,A000005174,resident,owner_occupier,1,H000001497,4,7194.15,U000002293,L,109.64,20,61582.75,"You are a 20-year-old owner-occupier with an annual personal income of about 61,583 RMB and a current housing area of about 109.6 sqm."
YongdaXincheng,A000005175,absentee_owner_vacant,owner_occupier,0,,0,16884.17,U000002294,M,81.19,78,202610.06,"You are a 78-year-old vacant owner with an annual personal income of about 202,610 RMB and a current housing area of about 81.2 sqm."
YongdaXincheng,A000005176,absentee_owner_vacant,owner_occupier,0,,0,18988.65,U000002295,M,73.75,58,227863.76,"You are a 58-year-old vacant owner with an annual personal income of about 227,864 RMB and a current housing area of about 73.8 sqm."
YongdaXincheng,A000005177,resident,renter,1,H000001498,3,5527.4,U000002296,M,78.96,85,34160.97,"You are a 85-year-old owner-occupier with an annual personal income of about 34,161 RMB and a current housing area of about 79.0 sqm."
YongdaXincheng,A000005178,resident,renter,1,H000001498,3,5527.4,U000002296,M,78.96,73,50414.82,"You are a 73-year-old owner-occupier with an annual personal income of about 50,415 RMB and a current housing area of about 79.0 sqm."
YongdaXincheng,A000005179,resident,renter,1,H000001498,3,5527.4,U000002296,M,78.96,89,33919.74,"You are a 89-year-old owner-occupier with an annual personal income of about 33,920 RMB and a current housing area of about 79.0 sqm."
YongdaXincheng,A000005180,resident,owner_occupier,1,H000001499,1,5458.97,U000002297,S,57.02,30,57243.93,"You are a 30-year-old owner-occupier with an annual personal income of about 57,244 RMB and a current housing area of about 57.0 sqm."
YongdaXincheng,A000005181,resident,renter,1,H000001500,3,4654.89,U000002298,M,76.55,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.5 sqm.
YongdaXincheng,A000005182,resident,renter,1,H000001500,3,4654.89,U000002298,M,76.55,2,0.0,You are a 2-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.5 sqm.
YongdaXincheng,A000005183,resident,renter,1,H000001500,3,4654.89,U000002298,M,76.55,20,47897.04,"You are a 20-year-old owner-occupier with an annual personal income of about 47,897 RMB and a current housing area of about 76.5 sqm."
YongdaXincheng,A000005184,resident,owner_occupier,1,H000001501,3,5613.03,U000002299,M,85.62,70,34206.24,"You are a 70-year-old owner-occupier with an annual personal income of about 34,206 RMB and a current housing area of about 85.6 sqm."
YongdaXincheng,A000005185,resident,owner_occupier,1,H000001501,3,5613.03,U000002299,M,85.62,43,51799.21,"You are a 43-year-old owner-occupier with an annual personal income of about 51,799 RMB and a current housing area of about 85.6 sqm."
YongdaXincheng,A000005186,resident,owner_occupier,1,H000001501,3,5613.03,U000002299,M,85.62,72,75053.55,"You are a 72-year-old owner-occupier with an annual personal income of about 75,054 RMB and a current housing area of about 85.6 sqm."
YongdaXincheng,A000005187,absentee_owner_vacant,owner_occupier,0,,0,10486.82,U000002300,M,86.81,52,125841.87,"You are a 52-year-old vacant owner with an annual personal income of about 125,842 RMB and a current housing area of about 86.8 sqm."
YongdaXincheng,A000005188,resident,renter,1,H000001502,1,4143.18,U000002301,S,51.47,30,61201.56,"You are a 30-year-old owner-occupier with an annual personal income of about 61,202 RMB and a current housing area of about 51.5 sqm."
YongdaXincheng,A000005189,resident,owner_occupier,1,H000001503,2,5632.08,U000002302,M,86.77,5,0.0,You are a 5-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 86.8 sqm.
YongdaXincheng,A000005190,resident,owner_occupier,1,H000001503,2,5632.08,U000002302,M,86.77,23,71056.51,"You are a 23-year-old owner-occupier with an annual personal income of about 71,057 RMB and a current housing area of about 86.8 sqm."
YongdaXincheng,A000005191,absentee_owner_vacant,owner_occupier,0,,0,24156.27,U000002303,S,47.07,54,289875.24,"You are a 54-year-old vacant owner with an annual personal income of about 289,875 RMB and a current housing area of about 47.1 sqm."
YongdaXincheng,A000005192,resident,renter,1,H000001504,5,9313.73,U000002304,L,124.32,5,0.0,You are a 5-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 124.3 sqm.
YongdaXincheng,A000005193,resident,renter,1,H000001504,5,9313.73,U000002304,L,124.32,74,48966.99,"You are a 74-year-old owner-occupier with an annual personal income of about 48,967 RMB and a current housing area of about 124.3 sqm."
YongdaXincheng,A000005194,resident,renter,1,H000001504,5,9313.73,U000002304,L,124.32,36,167501.85,"You are a 36-year-old owner-occupier with an annual personal income of about 167,502 RMB and a current housing area of about 124.3 sqm."
YongdaXincheng,A000005195,resident,renter,1,H000001504,5,9313.73,U000002304,L,124.32,29,147400.77,"You are a 29-year-old owner-occupier with an annual personal income of about 147,401 RMB and a current housing area of about 124.3 sqm."
YongdaXincheng,A000005196,resident,renter,1,H000001504,5,9313.73,U000002304,L,124.32,51,98561.37,"You are a 51-year-old owner-occupier with an annual personal income of about 98,561 RMB and a current housing area of about 124.3 sqm."
YongdaXincheng,A000005197,resident,renter,1,H000001505,5,7175.07,U000002305,L,100.35,72,45687.57,"You are a 72-year-old owner-occupier with an annual personal income of about 45,688 RMB and a current housing area of about 100.3 sqm."
YongdaXincheng,A000005198,resident,renter,1,H000001505,5,7175.07,U000002305,L,100.35,51,93940.84,"You are a 51-year-old owner-occupier with an annual personal income of about 93,941 RMB and a current housing area of about 100.3 sqm."
YongdaXincheng,A000005199,resident,renter,1,H000001505,5,7175.07,U000002305,L,100.35,21,65621.98,"You are a 21-year-old owner-occupier with an annual personal income of about 65,622 RMB and a current housing area of about 100.3 sqm."
YongdaXincheng,A000005200,resident,renter,1,H000001505,5,7175.07,U000002305,L,100.35,6,0.0,You are a 6-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 100.3 sqm.
YongdaXincheng,A000005201,resident,renter,1,H000001505,5,7175.07,U000002305,L,100.35,20,53572.33,"You are a 20-year-old owner-occupier with an annual personal income of about 53,572 RMB and a current housing area of about 100.3 sqm."
YongdaXincheng,A000005202,absentee_owner_vacant,owner_occupier,0,,0,11949.01,U000002306,S,46.66,64,143388.17,"You are a 64-year-old vacant owner with an annual personal income of about 143,388 RMB and a current housing area of about 46.7 sqm."
YongdaXincheng,A000005203,resident,owner_occupier,1,H000001506,2,4958.54,U000002307,M,82.84,38,47730.46,"You are a 38-year-old owner-occupier with an annual personal income of about 47,730 RMB and a current housing area of about 82.8 sqm."
YongdaXincheng,A000005204,resident,owner_occupier,1,H000001506,2,4958.54,U000002307,M,82.84,71,28988.49,"You are a 71-year-old owner-occupier with an annual personal income of about 28,988 RMB and a current housing area of about 82.8 sqm."
YongdaXincheng,A000005205,absentee_owner_vacant,owner_occupier,0,,0,14689.99,U000002308,M,79.44,67,176279.9,"You are a 67-year-old vacant owner with an annual personal income of about 176,280 RMB and a current housing area of about 79.4 sqm."
YongdaXincheng,A000005206,resident,renter,1,H000001507,2,5286.43,U000002309,M,88.16,18,63386.3,"You are a 18-year-old owner-occupier with an annual personal income of about 63,386 RMB and a current housing area of about 88.2 sqm."
YongdaXincheng,A000005207,resident,renter,1,H000001507,2,5286.43,U000002309,M,88.16,36,85657.2,"You are a 36-year-old owner-occupier with an annual personal income of about 85,657 RMB and a current housing area of about 88.2 sqm."
YongdaXincheng,A000005208,resident,renter,1,H000001508,3,6408.97,U000002310,M,77.26,77,35614.32,"You are a 77-year-old owner-occupier with an annual personal income of about 35,614 RMB and a current housing area of about 77.3 sqm."
YongdaXincheng,A000005209,resident,renter,1,H000001508,3,6408.97,U000002310,M,77.26,18,54886.8,"You are a 18-year-old owner-occupier with an annual personal income of about 54,887 RMB and a current housing area of about 77.3 sqm."
YongdaXincheng,A000005210,resident,renter,1,H000001508,3,6408.97,U000002310,M,77.26,7,0.0,You are a 7-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 77.3 sqm.
YongdaXincheng,A000005211,absentee_owner_vacant,owner_occupier,0,,0,15409.63,U000002311,M,75.74,58,184915.5,"You are a 58-year-old vacant owner with an annual personal income of about 184,916 RMB and a current housing area of about 75.7 sqm."
YongdaXincheng,A000005212,absentee_owner_vacant,owner_occupier,0,,0,17690.38,U000002312,M,80.01,65,212284.53,"You are a 65-year-old vacant owner with an annual personal income of about 212,285 RMB and a current housing area of about 80.0 sqm."
YongdaXincheng,A000005213,resident,owner_occupier,1,H000001509,1,3808.69,U000002313,S,54.12,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 54.1 sqm.
YongdaXincheng,A000005214,resident,renter,1,H000001510,3,5078.75,U000002314,M,76.89,26,59277.11,"You are a 26-year-old owner-occupier with an annual personal income of about 59,277 RMB and a current housing area of about 76.9 sqm."
YongdaXincheng,A000005215,resident,renter,1,H000001510,3,5078.75,U000002314,M,76.89,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.9 sqm.
YongdaXincheng,A000005216,resident,renter,1,H000001510,3,5078.75,U000002314,M,76.89,2,0.0,You are a 2-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 76.9 sqm.
YongdaXincheng,A000005217,resident,owner_occupier,1,H000001511,1,4964.03,U000002315,S,58.87,83,25773.68,"You are a 83-year-old owner-occupier with an annual personal income of about 25,774 RMB and a current housing area of about 58.9 sqm."
YongdaXincheng,A000005218,absentee_owner_vacant,owner_occupier,0,,0,10486.82,U000002316,M,85.19,57,125841.87,"You are a 57-year-old vacant owner with an annual personal income of about 125,842 RMB and a current housing area of about 85.2 sqm."
YongdaXincheng,A000005219,resident,owner_occupier,1,H000001512,3,7418.88,U000002317,M,87.06,27,65932.42,"You are a 27-year-old owner-occupier with an annual personal income of about 65,932 RMB and a current housing area of about 87.1 sqm."
YongdaXincheng,A000005220,resident,owner_occupier,1,H000001512,3,7418.88,U000002317,M,87.06,73,66463.06,"You are a 73-year-old owner-occupier with an annual personal income of about 66,463 RMB and a current housing area of about 87.1 sqm."
YongdaXincheng,A000005221,resident,owner_occupier,1,H000001512,3,7418.88,U000002317,M,87.06,78,49499.06,"You are a 78-year-old owner-occupier with an annual personal income of about 49,499 RMB and a current housing area of about 87.1 sqm."
YongdaXincheng,A000005222,resident,renter,1,H000001513,3,5393.6,U000002318,M,89.46,1,0.0,You are a 1-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 89.5 sqm.
YongdaXincheng,A000005223,resident,renter,1,H000001513,3,5393.6,U000002318,M,89.46,57,64979.07,"You are a 57-year-old owner-occupier with an annual personal income of about 64,979 RMB and a current housing area of about 89.5 sqm."
YongdaXincheng,A000005224,resident,renter,1,H000001513,3,5393.6,U000002318,M,89.46,77,32174.25,"You are a 77-year-old owner-occupier with an annual personal income of about 32,174 RMB and a current housing area of about 89.5 sqm."
YongdaXincheng,A000005225,absentee_owner_vacant,owner_occupier,0,,0,10486.82,U000002319,M,75.33,35,125841.87,"You are a 35-year-old vacant owner with an annual personal income of about 125,842 RMB and a current housing area of about 75.3 sqm."
YongdaXincheng,A000005226,absentee_owner_vacant,owner_occupier,0,,0,11947.23,U000002320,L,120.06,53,143366.81,"You are a 53-year-old vacant owner with an annual personal income of about 143,367 RMB and a current housing area of about 120.1 sqm."
YongdaXincheng,A000005227,absentee_owner_vacant,owner_occupier,0,,0,16720.36,U000002321,L,108.8,46,200644.34,"You are a 46-year-old vacant owner with an annual personal income of about 200,644 RMB and a current housing area of about 108.8 sqm."
YongdaXincheng,A000005228,resident,renter,1,H000001514,2,4927.31,U000002322,M,83.54,37,84353.54,"You are a 37-year-old owner-occupier with an annual personal income of about 84,354 RMB and a current housing area of about 83.5 sqm."
YongdaXincheng,A000005229,resident,renter,1,H000001514,2,4927.31,U000002322,M,83.54,66,35887.7,"You are a 66-year-old owner-occupier with an annual personal income of about 35,888 RMB and a current housing area of about 83.5 sqm."
YongdaXincheng,A000005230,resident,renter,1,H000001515,3,5911.91,U000002323,M,79.52,83,49208.05,"You are a 83-year-old owner-occupier with an annual personal income of about 49,208 RMB and a current housing area of about 79.5 sqm."
YongdaXincheng,A000005231,resident,renter,1,H000001515,3,5911.91,U000002323,M,79.52,30,53017.41,"You are a 30-year-old owner-occupier with an annual personal income of about 53,017 RMB and a current housing area of about 79.5 sqm."
YongdaXincheng,A000005232,resident,renter,1,H000001515,3,5911.91,U000002323,M,79.52,42,73770.32,"You are a 42-year-old owner-occupier with an annual personal income of about 73,770 RMB and a current housing area of about 79.5 sqm."
YongdaXincheng,A000005233,resident,owner_occupier,1,H000001516,2,4738.75,U000002324,M,89.88,43,45913.19,"You are a 43-year-old owner-occupier with an annual personal income of about 45,913 RMB and a current housing area of about 89.9 sqm."
YongdaXincheng,A000005234,resident,owner_occupier,1,H000001516,2,4738.75,U000002324,M,89.88,50,56318.46,"You are a 50-year-old owner-occupier with an annual personal income of about 56,318 RMB and a current housing area of about 89.9 sqm."
YongdaXincheng,A000005235,resident,owner_occupier,1,H000001517,2,3829.43,U000002325,M,84.58,10,0.0,You are a 10-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 84.6 sqm.
YongdaXincheng,A000005236,resident,owner_occupier,1,H000001517,2,3829.43,U000002325,M,84.58,68,19994.0,"You are a 68-year-old owner-occupier with an annual personal income of about 19,994 RMB and a current housing area of about 84.6 sqm."
YongdaXincheng,A000005237,absentee_owner_vacant,owner_occupier,0,,0,31615.05,U000002326,L,128.34,52,379380.57,"You are a 52-year-old vacant owner with an annual personal income of about 379,381 RMB and a current housing area of about 128.3 sqm."
YongdaXincheng,A000005238,resident,renter,1,H000001518,4,7279.59,U000002327,L,124.22,7,0.0,You are a 7-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 124.2 sqm.
YongdaXincheng,A000005239,resident,renter,1,H000001518,4,7279.59,U000002327,L,124.22,36,101217.66,"You are a 36-year-old owner-occupier with an annual personal income of about 101,218 RMB and a current housing area of about 124.2 sqm."
YongdaXincheng,A000005240,resident,renter,1,H000001518,4,7279.59,U000002327,L,124.22,76,56529.69,"You are a 76-year-old owner-occupier with an annual personal income of about 56,530 RMB and a current housing area of about 124.2 sqm."
YongdaXincheng,A000005241,resident,renter,1,H000001518,4,7279.59,U000002327,L,124.22,17,77357.43,"You are a 17-year-old owner-occupier with an annual personal income of about 77,357 RMB and a current housing area of about 124.2 sqm."
YongdaXincheng,A000005242,resident,renter,1,H000001519,3,7007.67,U000002328,M,88.06,62,57520.83,"You are a 62-year-old owner-occupier with an annual personal income of about 57,521 RMB and a current housing area of about 88.1 sqm."
YongdaXincheng,A000005243,resident,renter,1,H000001519,3,7007.67,U000002328,M,88.06,26,70847.46,"You are a 26-year-old owner-occupier with an annual personal income of about 70,847 RMB and a current housing area of about 88.1 sqm."
YongdaXincheng,A000005244,resident,renter,1,H000001519,3,7007.67,U000002328,M,88.06,7,0.0,You are a 7-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 88.1 sqm.
YongdaXincheng,A000005245,resident,owner_occupier,1,H000001520,3,6245.5,U000002329,M,86.29,64,73676.24,"You are a 64-year-old owner-occupier with an annual personal income of about 73,676 RMB and a current housing area of about 86.3 sqm."
YongdaXincheng,A000005246,resident,owner_occupier,1,H000001520,3,6245.5,U000002329,M,86.29,32,106641.2,"You are a 32-year-old owner-occupier with an annual personal income of about 106,641 RMB and a current housing area of about 86.3 sqm."
YongdaXincheng,A000005247,resident,owner_occupier,1,H000001520,3,6245.5,U000002329,M,86.29,32,76843.25,"You are a 32-year-old owner-occupier with an annual personal income of about 76,843 RMB and a current housing area of about 86.3 sqm."
YongdaXincheng,A000005248,absentee_owner_vacant,owner_occupier,0,,0,12336.91,U000002330,S,54.18,35,148042.93,"You are a 35-year-old vacant owner with an annual personal income of about 148,043 RMB and a current housing area of about 54.2 sqm."
YongdaXincheng,A000005249,resident,renter,1,H000001521,1,5038.12,U000002331,S,50.04,72,21221.91,"You are a 72-year-old owner-occupier with an annual personal income of about 21,222 RMB and a current housing area of about 50.0 sqm."
YongdaXincheng,A000005250,absentee_owner_vacant,owner_occupier,0,,0,14628.12,U000002332,S,52.41,49,175537.48,"You are a 49-year-old vacant owner with an annual personal income of about 175,537 RMB and a current housing area of about 52.4 sqm."
YongdaXincheng,A000005251,resident,owner_occupier,1,H000001522,4,7065.36,U000002333,L,95.71,29,81269.22,"You are a 29-year-old owner-occupier with an annual personal income of about 81,269 RMB and a current housing area of about 95.7 sqm."
YongdaXincheng,A000005252,resident,owner_occupier,1,H000001522,4,7065.36,U000002333,L,95.71,16,65822.7,"You are a 16-year-old owner-occupier with an annual personal income of about 65,823 RMB and a current housing area of about 95.7 sqm."
YongdaXincheng,A000005253,resident,owner_occupier,1,H000001522,4,7065.36,U000002333,L,95.71,59,46352.22,"You are a 59-year-old owner-occupier with an annual personal income of about 46,352 RMB and a current housing area of about 95.7 sqm."
YongdaXincheng,A000005254,resident,owner_occupier,1,H000001522,4,7065.36,U000002333,L,95.71,18,63821.61,"You are a 18-year-old owner-occupier with an annual personal income of about 63,822 RMB and a current housing area of about 95.7 sqm."
YongdaXincheng,A000005255,resident,owner_occupier,1,H000001523,3,3975.8,U000002334,M,80.48,15,42970.09,"You are a 15-year-old owner-occupier with an annual personal income of about 42,970 RMB and a current housing area of about 80.5 sqm."
YongdaXincheng,A000005256,resident,owner_occupier,1,H000001523,3,3975.8,U000002334,M,80.48,19,31145.46,"You are a 19-year-old owner-occupier with an annual personal income of about 31,145 RMB and a current housing area of about 80.5 sqm."
YongdaXincheng,A000005257,resident,owner_occupier,1,H000001523,3,3975.8,U000002334,M,80.48,31,26432.11,"You are a 31-year-old owner-occupier with an annual personal income of about 26,432 RMB and a current housing area of about 80.5 sqm."
YongdaXincheng,A000005258,resident,renter,1,H000001524,2,4421.29,U000002335,M,80.1,86,25304.53,"You are a 86-year-old owner-occupier with an annual personal income of about 25,305 RMB and a current housing area of about 80.1 sqm."
YongdaXincheng,A000005259,resident,renter,1,H000001524,2,4421.29,U000002335,M,80.1,48,78596.28,"You are a 48-year-old owner-occupier with an annual personal income of about 78,596 RMB and a current housing area of about 80.1 sqm."
YongdaXincheng,A000005260,absentee_owner_vacant,owner_occupier,0,,0,18134.98,U000002336,L,113.38,55,217619.75,"You are a 55-year-old vacant owner with an annual personal income of about 217,620 RMB and a current housing area of about 113.4 sqm."
YongdaXincheng,A000005261,resident,owner_occupier,1,H000001525,3,7394.94,U000002337,M,89.48,86,47647.49,"You are a 86-year-old owner-occupier with an annual personal income of about 47,647 RMB and a current housing area of about 89.5 sqm."
YongdaXincheng,A000005262,resident,owner_occupier,1,H000001525,3,7394.94,U000002337,M,89.48,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 89.5 sqm.
YongdaXincheng,A000005263,resident,owner_occupier,1,H000001525,3,7394.94,U000002337,M,89.48,71,57906.6,"You are a 71-year-old owner-occupier with an annual personal income of about 57,907 RMB and a current housing area of about 89.5 sqm."
YongdaXincheng,A000005264,resident,owner_occupier,1,H000001526,2,4258.24,U000002338,M,88.23,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 88.2 sqm.
YongdaXincheng,A000005265,resident,owner_occupier,1,H000001526,2,4258.24,U000002338,M,88.23,61,26869.85,"You are a 61-year-old owner-occupier with an annual personal income of about 26,870 RMB and a current housing area of about 88.2 sqm."
YongdaXincheng,A000005266,resident,owner_occupier,1,H000001527,3,8124.39,U000002339,M,73.23,73,36696.15,"You are a 73-year-old owner-occupier with an annual personal income of about 36,696 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000005267,resident,owner_occupier,1,H000001527,3,8124.39,U000002339,M,73.23,50,124635.88,"You are a 50-year-old owner-occupier with an annual personal income of about 124,636 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000005268,resident,owner_occupier,1,H000001527,3,8124.39,U000002339,M,73.23,74,85406.21,"You are a 74-year-old owner-occupier with an annual personal income of about 85,406 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000005269,absentee_owner_vacant,owner_occupier,0,,0,15394.28,U000002340,M,77.38,49,184731.37,"You are a 49-year-old vacant owner with an annual personal income of about 184,731 RMB and a current housing area of about 77.4 sqm."
YongdaXincheng,A000005270,absentee_owner_vacant,owner_occupier,0,,0,21399.41,U000002341,S,53.48,48,256792.97,"You are a 48-year-old vacant owner with an annual personal income of about 256,793 RMB and a current housing area of about 53.5 sqm."
YongdaXincheng,A000005271,absentee_owner_vacant,owner_occupier,0,,0,34691.65,U000002342,M,77.21,53,416299.8,"You are a 53-year-old vacant owner with an annual personal income of about 416,300 RMB and a current housing area of about 77.2 sqm."
YongdaXincheng,A000005272,absentee_owner_vacant,owner_occupier,0,,0,14748.18,U000002343,L,122.95,46,176978.17,"You are a 46-year-old vacant owner with an annual personal income of about 176,978 RMB and a current housing area of about 123.0 sqm."
YongdaXincheng,A000005273,resident,owner_occupier,1,H000001528,2,4244.48,U000002344,M,80.48,30,41359.19,"You are a 30-year-old owner-occupier with an annual personal income of about 41,359 RMB and a current housing area of about 80.5 sqm."
YongdaXincheng,A000005274,resident,owner_occupier,1,H000001528,2,4244.48,U000002344,M,80.48,26,44325.72,"You are a 26-year-old owner-occupier with an annual personal income of about 44,326 RMB and a current housing area of about 80.5 sqm."
YongdaXincheng,A000005275,resident,owner_occupier,1,H000001529,4,6896.95,U000002345,L,115.02,64,52654.91,"You are a 64-year-old owner-occupier with an annual personal income of about 52,655 RMB and a current housing area of about 115.0 sqm."
YongdaXincheng,A000005276,resident,owner_occupier,1,H000001529,4,6896.95,U000002345,L,115.02,70,76927.14,"You are a 70-year-old owner-occupier with an annual personal income of about 76,927 RMB and a current housing area of about 115.0 sqm."
YongdaXincheng,A000005277,resident,owner_occupier,1,H000001529,4,6896.95,U000002345,L,115.02,58,63973.03,"You are a 58-year-old owner-occupier with an annual personal income of about 63,973 RMB and a current housing area of about 115.0 sqm."
YongdaXincheng,A000005278,resident,owner_occupier,1,H000001529,4,6896.95,U000002345,L,115.02,4,0.0,You are a 4-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 115.0 sqm.
YongdaXincheng,A000005279,absentee_owner_vacant,owner_occupier,0,,0,21246.58,U000002346,S,62.06,58,254958.96,"You are a 58-year-old vacant owner with an annual personal income of about 254,959 RMB and a current housing area of about 62.1 sqm."
YongdaXincheng,A000005280,resident,renter,1,H000001530,5,10886.68,U000002347,L,123.21,43,135311.67,"You are a 43-year-old owner-occupier with an annual personal income of about 135,312 RMB and a current housing area of about 123.2 sqm."
YongdaXincheng,A000005281,resident,renter,1,H000001530,5,10886.68,U000002347,L,123.21,63,109689.22,"You are a 63-year-old owner-occupier with an annual personal income of about 109,689 RMB and a current housing area of about 123.2 sqm."
YongdaXincheng,A000005282,resident,renter,1,H000001530,5,10886.68,U000002347,L,123.21,87,76802.69,"You are a 87-year-old owner-occupier with an annual personal income of about 76,803 RMB and a current housing area of about 123.2 sqm."
YongdaXincheng,A000005283,resident,renter,1,H000001530,5,10886.68,U000002347,L,123.21,83,67347.75,"You are a 83-year-old owner-occupier with an annual personal income of about 67,348 RMB and a current housing area of about 123.2 sqm."
YongdaXincheng,A000005284,resident,renter,1,H000001530,5,10886.68,U000002347,L,123.21,83,48625.09,"You are a 83-year-old owner-occupier with an annual personal income of about 48,625 RMB and a current housing area of about 123.2 sqm."
YongdaXincheng,A000005285,resident,renter,1,H000001531,3,4807.1,U000002348,M,72.64,68,23819.99,"You are a 68-year-old owner-occupier with an annual personal income of about 23,820 RMB and a current housing area of about 72.6 sqm."
YongdaXincheng,A000005286,resident,renter,1,H000001531,3,4807.1,U000002348,M,72.64,18,36617.56,"You are a 18-year-old owner-occupier with an annual personal income of about 36,618 RMB and a current housing area of about 72.6 sqm."
YongdaXincheng,A000005287,resident,renter,1,H000001531,3,4807.1,U000002348,M,72.64,71,31991.45,"You are a 71-year-old owner-occupier with an annual personal income of about 31,991 RMB and a current housing area of about 72.6 sqm."
YongdaXincheng,A000005288,absentee_owner_vacant,owner_occupier,0,,0,19349.8,U000002349,S,59.28,69,232197.58,"You are a 69-year-old vacant owner with an annual personal income of about 232,198 RMB and a current housing area of about 59.3 sqm."
YongdaXincheng,A000005289,resident,renter,1,H000001532,4,6086.36,U000002350,L,110.24,64,66482.0,"You are a 64-year-old owner-occupier with an annual personal income of about 66,482 RMB and a current housing area of about 110.2 sqm."
YongdaXincheng,A000005290,resident,renter,1,H000001532,4,6086.36,U000002350,L,110.24,16,59131.56,"You are a 16-year-old owner-occupier with an annual personal income of about 59,132 RMB and a current housing area of about 110.2 sqm."
YongdaXincheng,A000005291,resident,renter,1,H000001532,4,6086.36,U000002350,L,110.24,43,111081.76,"You are a 43-year-old owner-occupier with an annual personal income of about 111,082 RMB and a current housing area of about 110.2 sqm."
YongdaXincheng,A000005292,resident,renter,1,H000001532,4,6086.36,U000002350,L,110.24,85,46394.32,"You are a 85-year-old owner-occupier with an annual personal income of about 46,394 RMB and a current housing area of about 110.2 sqm."
YongdaXincheng,A000005293,resident,owner_occupier,1,H000001533,1,3981.86,U000002351,S,50.89,61,23294.37,"You are a 61-year-old owner-occupier with an annual personal income of about 23,294 RMB and a current housing area of about 50.9 sqm."
YongdaXincheng,A000005294,resident,renter,1,H000001534,3,5365.59,U000002352,M,71.0,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 71.0 sqm.
YongdaXincheng,A000005295,resident,renter,1,H000001534,3,5365.59,U000002352,M,71.0,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 71.0 sqm.
YongdaXincheng,A000005296,resident,renter,1,H000001534,3,5365.59,U000002352,M,71.0,72,25795.01,"You are a 72-year-old owner-occupier with an annual personal income of about 25,795 RMB and a current housing area of about 71.0 sqm."
YongdaXincheng,A000005297,absentee_owner_vacant,owner_occupier,0,,0,17878.12,U000002353,M,79.74,67,214537.47,"You are a 67-year-old vacant owner with an annual personal income of about 214,537 RMB and a current housing area of about 79.7 sqm."
YongdaXincheng,A000005298,absentee_owner_vacant,owner_occupier,0,,0,14235.21,U000002354,S,52.11,57,170822.54,"You are a 57-year-old vacant owner with an annual personal income of about 170,823 RMB and a current housing area of about 52.1 sqm."
YongdaXincheng,A000005299,absentee_owner_vacant,owner_occupier,0,,0,16091.34,U000002355,M,75.03,39,193096.03,"You are a 39-year-old vacant owner with an annual personal income of about 193,096 RMB and a current housing area of about 75.0 sqm."
